Mode,Percentage,Layer,Capacity,Radius,Dimension,Correlation,NormedCapacity,NormedRadius,NormedDimension,NormedCorrelation
FinalTrain_1,20,10,0.10166737551152523,1.226956758996571,14.413704979387377,0.28540675355227546,0.7424541408259934,0.9482507540636189,1.3501488814735974,0.7477020521204994
FinalTrain_1,20,11,0.10452421106687439,1.2100042021868096,14.193276956942249,0.30848437291165465,0.7633169729494356,0.9351490089040672,1.3295011265503953,0.8081602688175444
FinalTrain_1,20,12,0.10297173055096917,1.235089590282862,14.413028707109282,0.46626039865468794,0.7519795544138814,0.9545361943151601,1.3500855342453069,1.221498274156214
FinalTrain_1,30,1,0.13632621445346865,1.2674378999647222,10.62439156530644,0.3817118767333266,1.0,1.0,1.0,1.0
FinalTrain_1,30,2,0.13763059608661635,1.2800438239656862,10.795743018904204,0.3422903444830092,1.0095680910555387,1.0099459894652945,1.0161281192004732,0.8967243760197217
FinalTrain_1,30,3,0.13756531636115665,1.2442470372923202,10.812213134073627,0.35347467385266307,1.0090892416594677,0.9817025649358856,1.0176783364593331,0.9260248250006883
FinalTrain_1,30,4,0.12722628713088557,1.2377003184958553,11.75742424852985,0.3723484539979284,0.9332488813023624,0.9765372477265397,1.1066444771221806,0.9754699203610587
FinalTrain_1,30,5,0.1289049695101099,1.208704453527369,11.755307528450349,0.37460794578864276,0.9455625979705334,0.9536597047958026,1.1064452449998994,0.9813892850139246
FinalTrain_1,30,6,0.12411543626628803,1.1888178401664138,12.238230017416054,0.4145179550713379,0.9104297127582278,0.937969300270651,1.1518993762785952,1.0859446098946781
FinalTrain_1,30,7,0.11897271433660521,1.205848888770818,12.741327178534727,0.3943645086749866,0.8727060662071959,0.9514066833604878,1.1992524089700405,1.033147074306256
FinalTrain_1,30,8,0.11196745222888446,1.209334963417803,13.381410990741292,0.37805433561380647,0.8213200423540081,0.9541571728693481,1.259499041285131,0.9904180578534227
FinalTrain_1,30,9,0.10798266563336352,1.2093431414428055,13.853727793050984,0.3136194183749332,0.7920902525333493,0.9541636252762098,1.3039549331266953,0.8216129428795202
FinalTrain_1,30,10,0.10749908795616903,1.2033104113467414,13.98617461637155,0.28540675355227546,0.7885430427825824,0.9494038417031985,1.3164212303735952,0.7477020521204994
FinalTrain_1,30,11,0.1015397993047468,1.2364717584011653,14.539311878599435,0.30848437291165465,0.7448295965073154,0.9755679220540755,1.3684841893513247,0.8081602688175444
FinalTrain_1,30,12,0.1007833805164615,1.2454904708242662,14.606976161856721,0.46626039865468794,0.7392810027073791,0.982683625650561,1.374852957185357,1.221498274156214
FinalTrain_1,40,1,0.13668925803522078,1.2976188032765508,10.639340618506909,0.3817118767333266,1.0,1.0,1.0,1.0
FinalTrain_1,40,2,0.13615878468727446,1.2652891462840037,10.83576143262271,0.3422903444830092,0.99611912921636,0.975085397259262,1.0184617469407955,0.8967243760197217
FinalTrain_1,40,3,0.13601275502945956,1.2610839613795959,10.871268645670717,0.35347467385266307,0.9950507961233728,0.9718447036951818,1.0217990978463811,0.9260248250006883
FinalTrain_1,40,4,0.1280840717558948,1.2200065984243085,11.736044640687695,0.3723484539979284,0.937045628873714,0.9401887483009127,1.1030800743678695,0.9754699203610587
FinalTrain_1,40,5,0.1276341293302791,1.2101200639812846,11.80346381481154,0.37460794578864276,0.9337539113526504,0.9325697661945653,1.1094168556160016,0.9813892850139246
FinalTrain_1,40,6,0.12328692798407946,1.2074981162170113,12.260742031552583,0.4145179550713379,0.9019503782243962,0.9305491822159325,1.1523967951759417,1.0859446098946781
FinalTrain_1,40,7,0.11741721902856009,1.2080710488276458,12.844142178603,0.3943645086749866,0.8590083867329585,0.9309907083476345,1.207231034248578,1.033147074306256
FinalTrain_1,40,8,0.11164726485024103,1.193813815692647,13.447947090227833,0.37805433561380647,0.8167961876087793,0.9200034807435041,1.2639831332061513,0.9904180578534227
FinalTrain_1,40,9,0.10907989237813911,1.196378813376109,13.747849153617912,0.3136194183749332,0.7980136401796288,0.9219801765782017,1.2921711642264575,0.8216129428795202
FinalTrain_1,40,10,0.10778785454774491,1.2178976234750212,13.968026833581135,0.28540675355227546,0.7885612673380022,0.9385634828963408,1.3128658376896072,0.7477020521204994
FinalTrain_1,40,11,0.10533610402886319,1.2091011570790289,14.177209689395267,0.30848437291165465,0.7706245943753766,0.9317845533880902,1.332527098975881,0.8081602688175444
FinalTrain_1,40,12,0.10179166581853293,1.2389355484112827,14.460120391681336,0.46626039865468794,0.7446939670438786,0.9547761987441227,1.3591180985904578,1.221498274156214
FinalTrain_1,50,1,0.13631170999909284,1.2997904152634014,10.676040895856424,0.3817118767333266,1.0,1.0,1.0,1.0
FinalTrain_1,50,2,0.13736904483240198,1.264934662885001,10.812972960179831,0.3422903444830092,1.007756742493482,0.9731835594653642,1.0128261090098065,0.8967243760197217
FinalTrain_1,50,3,0.13578591427448672,1.2537731135580135,10.894295121115938,0.35347467385266307,0.9961426958504913,0.9645963678720753,1.0204433672921038,0.9260248250006883
FinalTrain_1,50,4,0.12613185274723973,1.229759601129787,11.78827828218584,0.3723484539979284,0.9253192755639199,0.9461214567277582,1.104180697430739,0.9754699203610587
FinalTrain_1,50,5,0.12763548817302833,1.1992203264086472,11.75806094575842,0.37460794578864276,0.9363501358311604,0.9226259190145099,1.1013503095817054,0.9813892850139246
FinalTrain_1,50,6,0.12215170719959714,1.2176782232422982,12.346122460926763,0.4145179550713379,0.8961204228192139,0.9368265906127157,1.156432668379767,1.0859446098946781
FinalTrain_1,50,7,0.1187491666095021,1.196047294616822,12.725144573654905,0.3943645086749866,0.8711589533305127,0.9201847317626541,1.1919347909760984,1.033147074306256
FinalTrain_1,50,8,0.1130907644589845,1.2094015181927649,13.32248321147792,0.37805433561380647,0.8296481972072475,0.9304588678226872,1.2478861163456794,0.9904180578534227
FinalTrain_1,50,9,0.1067800261150653,1.2123334470027032,13.979954825985265,0.3136194183749332,0.7833518199997339,0.9327145613372021,1.3094699582324711,0.8216129428795202
FinalTrain_1,50,10,0.10865435557307566,1.1978263849628714,13.862290875704732,0.28540675355227546,0.7971021387216018,0.9215534834668964,1.298448648794981,0.7477020521204994
FinalTrain_1,50,11,0.10241672614810757,1.222715104274568,14.492700337917107,0.30848437291165465,0.7513420978196895,0.9407017392313867,1.3574976416156295,0.8081602688175444
